3,1,5,7,17,31,65
5,6,14,36,98,276,794
7,22,76,280,1072,4192,16576
11,12,54,144,534,1752,6414
13,1,139,-167,2707,-6239,59419
17,18,356,936,15944,56568,799376
19,1,229,-485,7897,-32669,356089
23,24,528,2232,27576,175584,1775568
29,30,782,2988,45146,249060,3196202
31,1,1111,2581,71407,290821,5332111
37,112,1492,7420,96460,609772,7351612
41,42,1516,3240,116176,352152,11334136
43,1,1663,1729,103903,293401,8613943
47,48,1832,5688,136448,635808,12898712
53,54,2278,6732,208834,943044,25350178
59,60,3598,3600,450646,191040,71280358
61,1,2479,-2603,332335,-889979,52326079
67,1,4117,3487,500497,422071,81725617
71,72,6176,10296,998024,1759632,195248096
73,1,5311,-4481,717211,-1568609,119305171
79,1,7621,-947,1200325,-333419,231524461
83,84,5726,19008,798446,3976344,142609286
89,90,6852,11304,1110960,1057440,234172032
97,1,7873,-13655,1260049,-3078239,252087193
101,102,10806,17676,2214930,3923652,546555186
103,1,10189,5179,2241985,-275429,634125049
107,108,11662,27072,2480518,9041088,658429222
109,1,9967,607,1865563,719791,448142707
113,114,12316,17064,2628760,4002624,698258776
127,1,18049,-22361,4702093,-10064009,1527408469
131,132,16374,36288,4385262,11441952,1461250974
137,138,16028,63432,3958352,24224568,1213358408
139,418,21208,81880,6233380,10539928,2286980668
149,150,19518,65412,5503122,30471060,2073810378
151,1,21727,-3017,6461683,-1497209,2462350747
157,1,30403,45781,11054995,33467701,4783981603
163,490,21724,104602,7113868,34406770,2921913124
167,168,26552,76320,8984408,39461808,3756521672
173,174,30966,80100,10981434,35127444,4800942306
179,180,33830,135504,12152510,76896480,5455577870
181,544,34174,221098,12973186,108963274,6500830474
191,192,36480,91872,13559040,43352112,6364612320
193,1,36937,56767,14291581,30463711,6705986677
197,198,43142,53388,18899090,31296228,10078777442
199,1,36877,-38267,15693637,-28897739,8892798997
211,1,40075,-46247,15423787,-36403319,8070105595
223,1,51811,140707,22122007,155954611,11560188031
227,228,48350,84672,21883070,37208088,12395895590
229,1,56977,-93413,26414005,-88337309,15494914117
233,234,55220,63144,25556000,19409664,14856191600
239,240,57120,126432,27427824,82939440,16205024640
241,724,53326,189802,24618490,50553034,14018197666
251,252,65510,208080,34634726,170069592,22961690270
257,258,65020,75816,32200744,31484448,19812659800
263,264,75480,69696,41109816,763584,27730303560
269,270,67518,92268,34893738,19106340,22878744858
271,1,62827,-1511,32086339,43045561,21254913187
277,1,70543,-137591,37406215,-225422639,25003214623
281,282,80084,170568,45099344,88513152,32210239664
283,1,63787,-92423,32445379,-109867559,21089272867
293,294,87606,107532,52351122,56814564,39271021746
307,922,105406,739420,69465754,745987132,57699791986
311,312,104184,186912,67459368,158714112,53973337704
313,940,99994,562366,66271366,418946110,54081735694
317,318,94782,123948,58555098,135738948,45855729402
331,1,84097,97081,47322889,140427481,35733707977
337,1012,118150,733084,77673286,593974972,63563001430
347,348,112774,171072,71014918,102540888,55890547294
349,1048,125746,830530,90853582,757813498,82576177246
353,354,128844,239688,93936360,166193664,84978676104
359,360,123136,362232,88522600,436024080,79743390976
367,1,123805,109141,86922781,88806541,79559346325
373,1,145459,-356621,110637967,-461915309,99848755159
379,1138,153976,1101928,123086308,1357784968,119861919436
383,384,134432,588672,98950016,744212784,94040220992
389,390,162990,264132,124379106,299139060,118124997690
397,1,117403,190111,75701719,221629831,65113122343
401,402,155988,176040,116787240,140013432,111262657248
409,1228,146836,843964,106621708,836554708,97321323076
419,420,183102,719424,154432446,1026138840,160948066182
421,1264,171076,829918,134702128,771211294,134830270456
431,432,175416,217656,151061280,135951072,164741535816
433,1,200545,-106781,182470069,-61687829,200038343125
439,1318,220108,964390,204249748,857007598,229733150908
443,444,200678,260928,179506598,174138264,196292573438
449,450,196212,347976,176307480,224852760,195179492832
457,1,201799,424909,184091167,946066141,213381104239
461,462,215286,744516,202065114,1200683892,235583365986
