439,0,177450,0,146876802,
443,0,196692,0,170010996,
449,0,202050,315198,181513638,
457,0,212862,-153210,198396498,
461,0,212982,-240642,189291210,
463,0,204246,0,184003038,
467,0,218556,0,197389692,
479,0,229920,0,226057344,
487,0,248382,0,246358134,
491,0,241572,0,240917988,
499,0,261450,0,259884162,
503,0,253512,0,257531976,
509,0,259590,467262,269860602,
521,0,271962,290718,278779806,
523,0,306414,0,332186310,
541,0,282450,-403122,329154438,
547,0,299250,0,336315762,
557,0,310806,-183810,343300266,
563,0,317532,0,350548572,
569,0,324330,262878,356930286,
571,0,320646,0,351619518,
577,2308,331390,1772530,369367186,
587,0,345156,0,415208580,
593,0,352242,-551490,423405558,
599,0,359400,0,424393896,
601,-2404,339490,-3124846,380583766,
607,0,399006,0,503266302,
613,-2452,405706,-3645682,550269430,
617,0,381306,-129570,482848158,
619,0,331998,0,372581646,
631,0,435978,0,559441170,
641,0,411522,-780738,530259558,
643,0,382914,0,468570474,
647,0,419256,0,538184952,
653,0,427062,411390,576302538,
659,0,434940,0,560131548,
661,2644,404410,3341542,498390310,
673,2692,467254,5197798,604331794,
677,0,459006,913950,636495090,
683,0,467172,0,636017796,
691,0,479490,0,713478570,
701,0,492102,912702,674621370,
709,0,542610,-148998,838420974,
719,0,517680,0,735416208,
727,0,554946,0,828744234,
733,0,550182,513702,911776602,
739,0,530346,0,742142658,
743,0,552792,0,807486456,
751,0,608610,0,960269538,
757,0,579186,-784566,888366942,
761,0,579882,59358,891744366,
769,3076,555214,4952074,745223122,
773,0,598302,301470,915833394,
787,0,609150,0,935682582,
797,0,636006,884670,1019345466,
809,0,655290,1228062,1027247166,
811,0,695946,0,1229287170,
821,0,674862,-704418,1097586690,
823,0,785730,0,1471393362,
827,0,684756,0,1167747156,
829,0,632898,1852758,1005032646,
839,0,704760,0,1197266424,
853,3412,663682,3600442,1028562790,
857,0,735306,-1414050,1226948046,
859,0,716706,0,1255526658,
863,0,745632,0,1245453984,
877,-3508,789898,-3237790,1316442430,
881,0,777042,-650178,1362566934,
883,0,739890,0,1256073570,
887,0,787656,0,1425976680,
907,0,878190,0,1761407574,
911,0,830832,0,1501575792,
919,0,789474,0,1384708458,
929,0,863970,-239682,1593366918,
937,-3748,810766,-4605874,1499922778,
941,0,886422,-1394562,1684421994,
947,0,897756,0,1738498812,
953,0,909162,1172190,1747632366,
967,0,786738,0,1354224090,
971,0,943812,0,1850815332,
977,0,955506,-1846530,1877205846,
983,0,967272,0,1945042440,
991,0,935550,0,1826404470,
997,-3988,1066690,-7742638,2276425702,
1009,0,999102,-268806,1955110026,
1013,0,1027182,-91170,2061359778,
1019,0,1039380,0,2115211668,
1021,4084,1043266,5441242,2036706886,
1031,0,1063992,0,2145774936,
1033,0,1048230,-1983102,2128871106,
1039,0,980190,0,1925277174,
1049,0,1101450,2095902,2281178478,
1051,0,1027986,0,2194009818,
1061,0,1126782,-1827042,2418818994,
1063,0,1043082,0,2150290602,
1069,4276,1139986,8641018,2483349958,
1087,0,1171770,0,2489275122,
1091,0,1191372,0,2567013900,
1093,0,1348278,2282430,3142270122,
1097,0,1204506,-1283490,2619405630,
1103,0,1217712,0,2742658032,
1109,0,1230990,-312738,2664361410,
1117,0,1309242,-3651438,3216934470,
1123,0,1101762,0,2268368010,
1129,0,1229166,3015918,2607763842,
1151,0,1325952,0,3101401728,
1153,0,1391286,3797598,3271807578,
1163,0,1353732,0,3135089796,
1171,0,1398762,0,3376742634,
1181,0,1395942,2671422,3331291578,
1187,0,1410156,0,3427149132,
1193,0,1424442,2040030,3377867358,
1201,4804,1558894,8573530,3744560386,
1213,0,1567122,3454758,3857467110,
1217,0,1482306,-1715970,3558009030,
1223,0,1496952,0,3740354712,
1229,0,1511670,-3001218,3723715146,
1231,0,1499658,0,3656600250,
1237,0,1566090,-3393882,3909450654,
1249,0,1630998,-4645866,4189991994,
1259,0,1586340,0,3969430596,
1277,0,1632006,2643390,4123343610,
1279,0,1715634,0,4632188634,
1283,0,1647372,0,4219166028,
1289,0,1662810,-2993058,4354404414,
1291,0,1651926,0,4149244758,
1297,5188,1556878,6685810,3733897282,
1301,0,1693902,132702,4341377154,
1303,0,1681458,0,4362475434,
1307,0,1709556,0,4403518260,
1319,0,1741080,0,4601231256,
1321,-5284,1840990,-19751266,5006454682,
1327,0,1748970,0,4422397410,
1361,0,1853682,-1527042,5032419990,
1367,0,1870056,0,5117949576,
1373,0,1886502,-3748290,5163009978,
1381,0,1914114,-1188606,5532655278,
1399,0,2040714,0,5715586530,
1409,0,1986690,448062,5670140070,
1423,0,2045874,0,5999958138,
1427,0,2037756,0,5865843324,
1429,5716,2074402,17587090,5739099238,
1433,0,2054922,-3740130,5780375214,
1439,0,2072160,0,6061482432,
1447,0,2300742,0,6783454206,
1451,0,2106852,0,6159268644,
1453,0,1915050,-7370574,5306428470,
1459,0,2199954,0,6284436474,
1471,0,2038914,0,5590198890,
1481,0,2194842,-2870178,6503814462,
1483,0,2202138,0,6483446082,
1487,0,2212656,0,6506136528,
1489,0,2336574,3755442,7077872586,
1493,0,2230542,4165470,6654996738,
1499,0,2248500,0,6668313492,
1511,0,2284632,0,6729111576,
1523,0,2321052,0,7097502876,
1531,0,2326086,0,7022701710,
1543,0,2253162,0,6965417874,
1549,6196,2471458,23509294,8061642430,
1553,0,2413362,1537470,7435549686,
1559,0,2432040,0,7560763368,
1567,0,2326626,0,7191728514,
1571,0,2469612,0,7825747980,
1579,0,2534850,0,8182483146,
1583,0,2507472,0,8050124880,
1597,0,2428134,-1252074,7575009018,
1601,0,2564802,5119998,8302667526,
1607,0,2584056,0,8115748536,
1609,0,2445534,-7326618,7215482178,
1613,0,2603382,4113150,8273867370,
1619,0,2622780,0,8395985052,
1621,0,2485938,-1577742,7943853342,
1627,0,2762754,0,9260429802,
1637,0,2681406,-933090,8899586514,
1657,-6628,2841826,-19247614,9765278998,
1663,0,2765934,0,9040780494,
1667,0,2780556,0,9395858796,
1669,0,2795106,-5838078,9541299342,
1693,6772,2820586,31338754,9624225454,
1697,0,2881506,-5651010,9920373510,
1699,0,2765274,0,8988979506,
1709,0,2922390,-2532738,9814339242,
1721,0,2963562,5090718,10130601102,
1723,0,2889594,0,9962392338,
1733,0,3005022,4003230,10552129554,
1741,-6964,2822746,-21959662,9352010782,
1747,0,2966994,0,10443680154,
1753,0,3004542,11660310,10527675426,
1759,0,3202194,0,11005463010,
1777,0,3216174,14414574,11788426914,
1783,0,2969694,0,9776003310,
1787,0,3195156,0,11653463028,
1789,-7156,3195586,-44791246,11547162694,
1801,7204,3261538,28754602,12067754998,
1811,0,3281532,0,11724479196,
1823,0,3325152,0,12215908416,
1831,0,3463290,0,12964380210,
1847,0,3413256,0,12621999048,
1861,-7444,3636442,-21439306,14100260374,
1867,0,3443346,0,13269542850,
1871,0,3502512,0,13162170672,
1873,0,3338454,-4364178,12043844202,
1877,0,3525006,-5574690,13367712450,
1879,0,3671550,0,14030910918,
1889,0,3570210,4952958,13465710054,
1901,0,3615702,-2087298,13961343210,
1907,0,3638556,0,14014687932,
1913,0,3661482,-6829410,13883662542,
1931,0,3730692,0,14238382980,
1933,7732,3734578,17763418,14010588262,
1949,0,3800550,-6817602,14517153786,
1951,0,3946950,0,15804728190,
1973,0,3894702,3610590,15455680962,
1979,0,3918420,0,15425109684,
1987,0,3785622,0,14431919478,
1993,-7972,3873478,-24895102,15831113914,
1997,0,3990006,1258110,16083714186,
1999,0,3879354,0,15825738162,
2003,0,4014012,0,15924883548,
2011,0,3994146,0,15578136594,
2017,0,3843246,-15101082,15123138402,
2027,0,4110756,0,16488193668,
2029,0,4183794,-7250346,16407943254,
2039,0,4159560,0,17316933384,
2053,-8212,4216762,-54950002,17347922230,
2063,0,4258032,0,17748962736,
2069,0,4282830,3389022,17637997410,
2081,0,4332642,-5331522,17649822534,
2083,0,4437378,0,18113112162,
2087,0,4357656,0,18256625208,
2089,0,4281006,12902022,17799816162,
2099,0,4407900,0,18582875196,
2111,0,4458432,0,18970020192,
2113,0,4324926,5236518,17614805970,
2129,0,4534770,4560318,19724192886,
2131,0,4367526,0,18288180654,
2137,-8548,4563430,-35551246,19931676106,
2141,0,4586022,8953662,19566551898,
2143,0,4770426,0,21383874642,
2153,0,4637562,-2519010,20141913534,
2161,0,4944846,-10325478,21497245194,
2179,0,4537650,0,19224628122,
2203,0,4859754,0,21238640322,
2207,0,4873056,0,21709888224,
2213,0,4899582,-9759330,21572700210,
2221,0,4784082,3573486,21607800630,
2237,0,5006406,8925630,22136569050,
2239,0,4988346,0,22504878042,
2243,0,5033292,0,22507885932,
2251,0,5019474,0,22654840890,
2267,0,5141556,0,23214941460,
2269,9076,5307274,49042690,23444476078,
2273,0,5168802,-9751170,23098421478,
2281,0,4997118,8805942,22030510386,
2287,0,5264274,0,25644251802,
2293,9172,5146714,50229118,22795659910,
2297,0,5278506,7235550,24016471854,
2309,0,5333790,-9739362,24528326898,
2311,0,5314146,0,24728830746,
2333,0,5445222,-6369090,25255009626,
2339,0,5473260,0,25890456492,
2341,0,5243046,-16094802,23494550154,
2347,0,5342370,0,23109849258,
2351,0,5529552,0,26011802544,
2357,0,5557806,-4737570,26057921922,
2371,0,5085030,0,21879417270,
2377,0,5272086,-4426086,24236541570,
2381,0,5671542,-328578,26954181930,
2383,0,5599266,0,26729587914,
2389,9556,5765602,50998810,27329720518,
2393,0,5728842,-1651170,27870213294,
2399,0,5757600,0,27950384352,
2411,0,5815332,0,28009676772,
2417,0,5844306,-11529090,28215917814,
2423,0,5873352,0,28444294824,
2437,9748,6167962,53931646,30593774998,
2441,0,5960922,3705438,29578080318,
2447,0,5990256,0,28771904304,
2459,0,6049140,0,29170103892,
2467,0,5791050,0,26174478330,
2473,9892,5999014,41201434,29206692730,
2477,0,6138006,8694270,30448121226,
2503,0,6322590,0,31799305350,
2521,10084,6115270,34841266,30964700842,
2531,0,6408492,0,32023841964,
2539,0,6515010,0,33581845746,
2543,0,6469392,0,32938848336,
2549,0,6499950,12495198,33253790082,
2551,0,6451326,0,33782853078,
2557,0,6497778,13764030,32654063622,
2579,0,6653820,0,34063318524,
2591,0,6715872,0,34929250272,
2593,-10372,6903334,-22752178,35891939506,
2609,0,6809490,-9439362,35313310710,
2617,0,6990462,36000870,36159369714,
2621,0,6872262,12470718,36481221978,
2633,0,6935322,-5608290,36452636958,
2647,0,6972786,0,37164514050,
2657,0,7062306,-11398530,37550950566,
2659,0,7617558,0,41055693078,
2663,0,7094232,0,38118842424,
2671,0,7236474,0,37144218354,
2677,0,6992778,8386302,38431641342,
2683,0,6878178,0,35500458474,
2687,0,7222656,0,38515071072,
2689,0,7057470,1648470,39085082562,
2693,0,7254942,-9290850,39495435666,
2699,0,7287300,0,39261543300,
2707,0,7097766,0,36732352614,
2711,0,7352232,0,39568086024,
2713,0,7383342,-22481754,40342679634,
2719,0,7563474,0,42478710138,
2729,0,7450170,14621982,41175714174,
2731,0,7717914,0,42666785874,
2741,0,7515822,8173662,40722121506,
2749,-10996,7559554,-65217838,43343621542,
2753,0,7581762,14618430,41829671142,
2767,0,7426386,0,39518758746,
2777,0,7714506,6081630,42296770254,
2789,0,7781310,12332958,43354296594,
2791,0,8024034,0,44444465994,
2797,0,7571034,22190730,41045616342,
2801,0,7848402,-11209602,44349975222,
2803,0,8193834,0,47485440162,
2819,0,7949580,0,44984034636,
2833,11332,7305202,52437466,38169673606,
2837,0,8051406,-2978850,45248544258,
2843,0,8085492,0,46049128596,
2851,0,8331210,0,47954148642,
2857,0,7971222,4287282,45145027362,
2861,0,8188182,12239358,46345779594,
2879,0,8291520,0,48341219904,
2887,0,8724498,0,50270486370,
2897,0,8395506,5649150,49257685206,
2903,0,8430312,0,48297814824,
2909,0,8465190,-15760962,48814980666,
2917,11668,8990626,62531530,52812210598,
2927,0,8570256,0,49737410448,
2939,0,8640660,0,51574124532,
2953,-11812,8328466,-62108062,49664546374,
2957,0,8746806,7540350,51845867562,
2963,0,8782332,0,51279396540,
2969,0,8817930,1371678,52217055918,
2971,0,8975226,0,53620042674,
2999,0,8997000,0,54733789320,
3001,0,8805702,9166578,51964989042,
3011,0,9069132,0,54662332332,
3019,0,9260586,0,55533253842,
3023,0,9141552,0,55251104976,
3037,12148,9214306,54158926,57131146318,
3041,0,9250722,-18300738,56670634566,
3049,0,9755502,36104382,59195476482,
3061,-12244,8857090,-26083582,52378482118,
3067,0,8926422,0,52060949862,
3079,0,9895122,0,62432088714,
3083,0,9507972,0,58066886820,
3089,0,9545010,-18293058,59434404918,
3109,12436,9508522,95586286,58364126326,
3119,0,9731280,0,59849917104,
3121,0,10367766,16950774,68148925002,
3137,0,9843906,19668990,61438640646,
3163,0,9621954,0,58115674602,
3167,0,10033056,0,63191835072,
3169,-12676,10036126,-19422934,62056321618,
3181,0,10634790,23649462,70156256538,
3187,0,9662958,0,61541214462,
3191,0,10185672,0,64291119240,
3203,0,10262412,0,65072570796,
3209,0,10300890,-15460962,65596625886,
3217,0,10674774,-28096938,70989086250,
3221,0,10378062,-18224418,66969981954,
3229,0,10182150,-50336226,65160782586,
3251,0,10572252,0,68421391260,
3253,0,10840602,45183390,71734264158,
3257,0,10611306,19639710,69976403982,
3259,0,10310250,0,65460906210,
3271,0,10669986,0,68244605802,
3299,0,10886700,0,71312041740,
3301,13204,10971730,126414730,71879066902,
3307,0,10863666,0,72184689666,
3313,0,10922430,15099018,71518656234,
3319,0,11975814,0,83807419518,
3323,0,11045652,0,72463504596,
3329,0,11085570,13841982,73890717030,
3331,0,11025354,0,72215105826,
3343,0,11381634,0,76932016650,
3347,0,11205756,0,75810313116,
3359,0,11286240,0,74809068288,
3361,0,11325414,-17176314,76442411226,
3371,0,11367012,0,77883085092,
3373,0,10790742,-17780082,72221156922,
3389,0,11488710,22631742,78871092186,
3391,0,11861826,0,82893553962,
3407,0,11611056,0,79759941456,
3413,0,11651982,22628190,80711477250,
3433,0,12391686,20396826,86968791810,
3449,0,11899050,-1717602,81039462990,
3457,0,11720958,-980322,78012471570,
3461,0,11981982,10652958,81652389618,
3463,0,11877306,0,81217509234,
3467,0,12023556,0,83914643940,
3469,0,11898666,-17839134,80395934742,
3491,0,12190572,0,85795611948,
3499,0,12450894,0,87583067646,
3511,0,12534858,0,85563334746,
3517,14068,11950570,129813922,81050695246,
3527,0,12443256,0,87950203128,
3529,14116,12443446,76039882,89450038426,
3533,0,12485622,22575870,86900331882,
3539,0,12528060,0,87880518780,
3541,14164,12963778,71818474,91884364006,
3547,0,11906730,0,84256918362,
3557,0,12655806,-8856930,90602915154,
3559,0,12887994,0,94203149106,
3571,0,12237714,0,84786365538,
3581,0,12827142,-24214722,92136329658,
3583,0,12795642,0,93102148242,
3593,0,12913242,-14551650,93472663902,
3607,0,13397370,0,97060119378,
3613,-14452,13392130,-127013458,96001143886,
3617,0,13086306,1844670,94795052166,
3623,0,13129752,0,95350780632,
3631,0,12884274,0,95317282746,
3637,0,12910674,-13496406,88829646654,
3643,0,13226118,0,93956349822,
3659,0,13391940,0,97367965860,
3671,0,13479912,0,100168697448,
3673,14692,13480678,130704370,99440296330,
3677,0,13524006,-24157890,100259501466,
3691,0,13590198,0,101073313638,
3697,14788,13935190,107204590,103856873314,
3701,0,13701102,-17387298,101088795714,
3709,-14836,13753666,-68960050,104081088622,
3719,0,13834680,0,103818919704,
3727,0,13441014,0,99998278686,
3733,0,13864410,44176902,105208454718,
3739,0,13946214,0,106072585662,
3761,0,14148882,18887742,106399795734,
3767,0,14194056,0,107734602792,
3769,15076,14284702,100669294,109097327818,
3779,0,14284620,0,107990774892,
3793,0,14681982,7388922,112440510570,
3797,0,14421006,3303390,109343006370,
3803,0,14466612,0,109538676084,
3821,0,14603862,-27671682,112252734282,
3823,0,14203914,0,107524916322,
3833,0,14695722,-13683810,113397917454,
3847,0,14980230,0,117353893230,
3851,0,14834052,0,115327822500,
3853,0,15055626,-39572718,119413973910,
3863,0,14926632,0,116091092328,
3877,-15508,15306754,-189127198,121057249558,
3881,0,15066042,-23914722,116200795902,
3889,-15556,16014898,-171643102,130424124262,
3907,0,15928650,0,129564787626,
3911,0,15299832,0,119028469080,
3917,0,15346806,-27614850,119524849962,
3919,0,15590082,0,125036761530,
3923,0,15393852,0,121199186268,
3929,0,15440970,11621982,121211590926,
3931,0,15699390,0,122005364910,
3943,0,15319794,0,119118901818,
3947,0,15582756,0,121248477156,
3967,0,15409986,0,122883901962,
3989,0,15916110,21851742,128493388770,
4001,0,16012002,-6409602,127806047526,
4003,0,16599906,0,134509032954,
4007,0,16060056,0,128209927416,
4013,0,16108182,29495550,128838946122,
4019,0,16156380,0,130807019964,
4021,0,16093242,-55653810,132544523358,
4027,0,16604586,0,134857570050,
4049,0,16398450,-16204098,133880371254,
4051,0,16614066,0,134995495386,
4057,16228,16316578,72365050,131453417782,
4073,0,16593402,10874910,136183711998,
4079,0,16642320,0,136922240400,
4091,0,16740372,0,136526275668,
4093,0,16492290,39059982,131845566822,
4099,0,15863142,0,123419579502,
4111,0,17800614,0,147867752934,
4127,0,17036256,0,138811810080,
4129,16516,16002658,101603818,127159793974,
4133,0,17085822,29385630,140999220978,
4139,0,17135460,0,143940695076,
4153,-16612,17087170,-156956062,143545523734,
4157,0,17284806,-23320770,142579521306,
4159,0,16209846,0,131443936182,
4177,0,16982526,32065398,140707832754,
4201,0,16973046,-1431606,138789166338,
4211,0,17736732,0,148028794524,
4217,0,17787306,33525150,150269311758,
4219,0,18407610,0,162489611178,
4229,0,17888670,-35701218,152321720562,
4231,0,18154458,0,157496076954,
4241,0,17990322,-35700738,153939979158,
4243,0,17286570,0,146235597642,
4253,0,18092262,-11610690,153003758970,
4259,0,18143340,0,154225289580,
4261,-17044,17637826,-72456934,147155341078,
4271,0,18245712,0,157151957520,
4273,0,17562222,-24531294,149157985482,
4283,0,18348372,0,158489074260,
4289,0,18399810,-35693058,157971375750,
4297,17188,18566734,99918022,162086227066,
4327,0,19612842,0,171016689786,
4337,0,18813906,-4033410,161059760118,
4339,0,19344234,0,169278371202,
4349,0,18918150,5662398,165041288250,
4357,17428,19301410,100596706,171249626326,
4363,0,19937886,0,178406271150,
4373,0,19127502,28992990,167949621666,
4391,0,19285272,0,167687336952,
4397,0,19338006,-26777730,170739317802,
4409,0,19443690,-10660962,170614887822,
4421,0,19549662,-35624418,172124640978,
4423,0,19836954,0,177926024466,
4441,-17764,20467534,-178136122,187862597578,
4447,0,19081962,0,165396156426,
4451,0,19815852,0,175211603148,
4457,0,19869306,33293790,177953596062,
4463,0,19922832,0,179349832368,
4481,0,20083842,-35570178,180811603206,
4483,0,20534706,0,187077897018,
4493,0,20191542,-40302210,181966149546,
4507,0,21244398,0,192675655734,
4513,18052,21181522,162343210,191992425094,
4517,0,20407806,-2574690,181906645554,
4519,0,19823034,0,180509928114,
4523,0,20462052,0,187171057380,
4547,0,20679756,0,186659679084,
4549,-18196,19271266,-69462814,169243519846,
4561,-18244,20579518,-264082654,194135997250,
4567,0,20816370,0,190773808218,
4583,0,21008472,0,193097885496,
4591,0,22521510,0,213345044694,
4597,-18388,21008722,-110982286,195398805766,
4603,0,21129798,0,190988061582,
4621,18484,21800722,186197638,204845571262,
4637,0,21506406,-21562050,198885761754,
4639,0,21470106,0,195755271762,
4643,0,21562092,0,199216513836,
4649,0,21617850,42761502,201536074686,
4651,0,20957514,0,191683179906,
4657,0,23165646,-53133594,218822546130,
4663,0,21813114,0,205216948434,
4673,0,21841602,42757950,203131076262,
4679,0,21897720,0,204095172600,
4691,0,22010172,0,206641120668,
4703,0,22122912,0,208758569952,
4721,0,22292562,32773182,211375665174,
4723,0,21571566,0,198003404958,
4729,0,22629630,44309358,215642430066,
4733,0,22406022,18884670,209843812026,
4751,0,22576752,0,215532041616,
4759,0,22490250,0,212963468802,
4783,0,23462694,0,225500615478,
4787,0,22920156,0,219939231996,
4789,-19156,23610970,-127902706,229635781798,
4793,0,22977642,42705630,222077241966,
4799,0,23035200,0,222247295232,
4801,-19204,22478278,-159446434,216713604754,
4813,-19252,22806346,-100847494,218530116382,
4817,0,23208306,14017470,222990982134,
4831,0,21609270,0,195657197742,
4861,0,23554290,76307862,228359564742,
4871,0,23731512,0,230045912376,
4877,0,23790006,-25019010,233345107818,
4889,0,23907210,-39982242,233089988046,
4903,0,22622454,0,212408461206,
4909,0,25135062,-118435794,254089169754,
4919,0,24201480,0,237904680360,
4931,0,24319692,0,237354690924,
4933,0,23891394,-10979070,235977582990,
4937,0,24378906,32139870,240959477694,
4943,0,24438192,0,242131945488,
4951,0,24276150,0,243987970302,
4957,0,24851898,27660306,255426498630,
4967,0,24676056,0,247757973336,
4969,19876,24337486,183050278,238494022042,
4973,0,24735702,-39833730,243495833610,
4987,0,24806790,0,253424289654,
4993,0,23879598,31183434,225348431226,
4999,0,24936546,0,249693683106,
5003,0,25035012,0,250782919524,
5009,0,25095090,-34471938,252972241878,
5011,0,25774062,0,256424739198,
5021,0,25215462,47990718,255377228346,
5023,0,25536978,0,260491199346,
5039,0,25396560,0,255398691600,
5051,0,25517652,0,256084063476,
5059,0,26094258,0,269085444066,
5077,20308,26494138,212716510,275449964998,
5081,0,25821642,-19114722,260739837678,
5087,0,25882656,0,266493198048,
5099,0,26004900,0,263578385028,
5101,0,24403782,20512806,242572302138,
5107,0,25606242,0,255362560794,
5113,-20452,26940610,-146308750,283580772502,
5119,0,26213742,0,267043646430,
5147,0,26496756,0,269160903252,
5153,0,26558562,42203070,272079420294,
5167,0,26015970,0,271782197130,
5171,0,26744412,0,275268070524,
5179,0,27815562,0,291476205018,
5189,0,26930910,47852958,279221387250,
5197,-20788,27745474,-258118510,287733601990,
5209,-20836,27187474,-236093518,291031759174,
5227,0,27326394,0,282583089522,
5231,0,27368592,0,288532000176,
5233,-20932,26992582,-213172690,275786115970,
5237,0,27431406,-50746530,290835967554,
5261,0,27683382,47759358,290011330794,
5273,0,27809802,-39072930,290622776526,
5279,0,27873120,0,294080673792,
5281,-21124,28012150,-283391794,304672907602,
5297,0,28063506,-50692290,298940252502,
5303,0,28127112,0,298388313096,
5309,0,28190790,-3280962,301724496378,
5323,0,27698994,0,283903361658,
5333,0,28446222,-56796450,306183454338,
5347,0,28859970,0,307087118634,
5351,0,28638552,0,307847096760,
5381,0,28960542,-33028578,312909939090,
5387,0,29025156,0,313451063364,
5393,0,29089842,-56788290,311823206070,
5399,0,29154600,0,314506996776,
5407,0,28064358,0,294987605238,
5413,0,30582966,93298950,332125191786,
5417,0,29349306,-16738530,319459200318,
5419,0,30015714,0,323794089354,
5431,0,30539430,0,328347077454,
5437,0,28609926,-147066,311288478522,
5441,0,29609922,-50503362,324795347814,
5443,0,29640978,0,326943646002,
5449,-21796,27916690,-319046350,294935623750,
5471,0,29937312,0,325283075712,
5477,0,30003006,59973150,332884928946,
5479,0,30408462,0,332864867862,
5483,0,30068772,0,328638452964,
5501,0,30266502,59971902,331753438842,
5503,0,29419146,0,324584497890,
5507,0,30332556,0,333962829324,
5519,0,30464880,0,332865901680,
5521,-22084,31260670,-191118838,351306478498,
5527,0,30098106,0,328544609778,
5531,0,30597492,0,338389212756,
5557,0,31458834,-1202958,343152533790,
5563,0,32298714,0,369985014162,
5569,0,31190814,17396838,350396381106,
5573,0,31063902,12873630,343180580658,
5581,22324,30616210,174609466,337503228358,
5591,0,31264872,0,348374002344,
5623,0,32355330,0,372332366322,
5639,0,31803960,0,354923396760,
5641,0,31732902,-17965014,355195538658,
5647,0,32243970,0,374315883978,
5651,0,31939452,0,364525779420,
5653,22612,31282258,330211258,343650124294,
5657,0,32007306,-20195490,359264563662,
5659,0,31621266,0,353380184298,
5669,0,32143230,-31530978,360983473074,
5683,0,31819782,0,348461929902,
5689,0,32671038,16418262,374892754962,
5693,0,32415942,22715070,365925465498,
5701,0,33778650,-18341850,395907862926,
5711,0,32621232,0,372159736464,
5717,0,32689806,-49909410,374640372546,
5737,0,31029774,81506310,342338423154,
5741,0,32964822,46605438,382048129674,
5743,0,33343074,0,385660939194,
5749,0,33363810,60309474,383648911038,
5779,0,34153902,0,395171229078,
5783,0,33448872,0,387812745192,
5791,0,32988654,0,365302552230,
5801,0,33657402,66723102,385999549374,
5807,0,33727056,0,395357748720,
5813,0,33796782,-56327970,394418804706,
5821,0,34562982,71620662,403878909594,
5827,0,32989338,0,379448438706,
5839,0,32828310,0,382768738038,
5843,0,34146492,0,398710917852,
5849,0,34216650,39761502,396999787086,
5851,0,33526530,0,391033166850,
5857,0,34778670,-150356142,405472162938,
5861,0,34357182,46172958,402262150866,
5867,0,34427556,0,403342896708,
5869,0,34065810,34011126,403335980118,
5879,0,34568520,0,404699589672,
5881,0,34204422,91835562,402606793938,
5897,0,34780506,66695070,410441283870,
5903,0,34851312,0,411785251920,
5923,0,34365834,0,406501859250,
5927,0,35135256,0,415270703064,
5939,0,35277660,0,422214366492,
5953,0,34760526,70992222,408718473954,
5981,0,35778342,-11734722,427787926842,
5987,0,35850156,0,424095922284,
6007,0,35591706,0,427950271602,
6011,0,36138132,0,436209109236,
6029,0,36354870,-70286082,439257228426,
6037,-24148,36862354,-282078334,428326651270,
6043,0,38631198,0,475673227014,
6047,0,36572256,0,442614857472,
6053,0,36644862,19793310,448137644178,
6067,0,35657730,0,423568439370,
6073,-24292,36143758,-239918194,423195088042,
6079,0,36899514,0,453068087058,
