3,0,2,0,2,0,2
5,0,14,6,50,30,194
7,0,34,0,514,0,8194
11,0,98,0,1538,0,24578
13,0,142,-186,4018,-7650,140482
17,0,254,390,7922,15390,280514
19,0,322,0,11266,0,573442
23,0,482,0,26114,0,1597442
29,0,782,198,45746,69150,3560642
31,0,898,0,51202,0,3178498
37,0,1294,2310,95794,337950,8560834
41,0,1598,-2874,113522,-422370,9840578
43,0,1762,0,163330,0,20111362
47,0,2114,0,199682,0,22659074
53,0,2702,2694,266546,168990,35709122
59,0,3362,0,403970,0,55418882
61,0,3598,-6714,473266,-1681890,75797698
67,0,4354,0,561154,0,90570754
71,0,4898,0,741890,0,142811138
73,0,5182,1734,688498,1052190,111335362
79,0,6082,0,1037314,0,227164162
83,0,6722,0,1047554,0,191938562
89,0,7742,-9402,1347698,-2772450,317108162
97,0,9214,-1530,1909234,-3563490,475262914
101,0,9998,19206,2007602,6420510,524181698
103,0,10402,0,2169346,0,558080002
107,0,11234,0,2280962,0,613343234
109,0,11662,9798,2441650,7272990,613557442
113,0,12542,-24186,2863346,-12211170,784021442
127,0,15874,0,3694594,0,1063780354
131,0,16898,0,4325378,0,1399259138
137,0,18494,7110,5383538,11404830,1953028034
139,0,19042,0,5441026,0,1863802882
149,0,21902,-33402,6329138,-26588130,2328035522
151,0,22498,0,6718978,0,2567069698
157,0,24334,-19770,7518898,-10928610,2782500034
163,0,26242,0,8665090,0,3462103042
167,0,27554,0,9693698,0,4427784194
173,0,29582,49734,9526706,23984670,3797050562
179,0,31682,0,10847234,0,4595466242
181,0,32398,-63354,12286258,-26680290,5932458178
191,0,36098,0,14512130,0,7087128578
193,0,36862,-37626,14220274,-34129890,6928072642
197,0,38414,75270,15664178,54620190,7769702594
199,0,39202,0,15544834,0,7538155522
211,0,44098,0,18947074,0,10368106498
223,0,49282,0,21198850,0,11412930562
227,0,51074,0,23930882,0,14372339714
229,0,51982,91398,24078898,86599710,13958586562
233,0,53822,-63546,25233266,-43461090,15026857922
239,0,56642,0,25918466,0,14003650562
241,0,57598,59526,27103474,67138590,16446904258
251,0,62498,0,30030338,0,18148663298
257,0,65534,129030,33550322,179159070,21876146114
263,0,68642,0,35160578,0,22189056002
269,0,71822,-124602,37670834,-193359330,25930687682
271,0,72898,0,40027138,0,28245180418
277,0,76174,-99450,39975730,-55403490,25235701954
281,0,78398,56646,44254322,80478750,30558883778
283,0,79522,0,46559746,0,32963502082
293,0,85262,154374,51033650,91330590,37495922882
307,0,93634,0,55903234,0,41258074114
311,0,96098,0,60501506,0,46023499778
313,0,97342,-192186,60349042,-238947810,47001944002
317,0,99854,-177210,65788082,-156326370,54205732034
331,0,108898,0,71710210,0,58479435778
337,0,112894,-103290,75449074,-208419810,63210571714
347,0,119714,0,85983746,0,79844155394
349,0,121102,115398,88518322,254369310,78451463362
353,0,123902,-45306,86043122,-90163170,74760884162
359,0,128162,0,90855938,0,79703285762
367,0,133954,0,99408898,0,88936988674
373,0,138382,25734,99724594,38937630,92816089282
379,0,142882,0,104258050,0,97066065922
383,0,145922,0,106586114,0,96638730242
389,0,150542,-158202,118069298,-449310690,113710153922
397,0,156814,108870,125028274,102289950,127557985474
401,0,159998,316806,127551218,369515550,126553262018
409,0,166462,278598,133522546,546777630,137094672322
419,0,174722,0,151394306,0,166027100162
421,0,176398,-349434,148762162,-777922530,154976805058
431,0,184898,0,163261442,0,182059646978
433,0,186622,-289146,161678578,-333880290,169388734402
439,0,191842,0,174935554,0,201238568962
443,0,195362,0,177695234,0,198252994562
449,0,200702,91398,176450546,-13240290,190128553922
457,0,207934,306630,193229170,484185630,230358644674
461,0,211598,-150714,188404658,-48668130,214486017218
463,0,213442,0,201995266,0,240625664002
467,0,217154,0,195738626,0,214944694274
479,0,228482,0,215660546,0,251792424962
487,0,236194,0,227752450,0,276639752194
491,0,240098,0,232951298,0,284049924098
499,0,248002,0,251638786,0,320324648962
503,0,252002,0,245177858,0,303250268162
509,0,258062,326598,258362546,931776030,316242367682
521,0,270398,-229434,288492914,-876894690,387295713218
523,0,272482,0,292734466,0,398568611842
541,0,291598,-118074,316187314,-228426210,417875170498
547,0,298114,0,323975170,0,446826708994
557,0,309134,-509370,347047346,-958563810,498210432194
563,0,315842,0,359187458,0,497162403842
569,0,322622,-431802,380062322,-1035947490,555082399682
571,0,324898,0,377113090,0,544953245698
577,0,331774,658950,398687218,1733406750,591307431874
587,0,343394,0,398538242,0,579218399234
593,0,350462,163974,407032562,787522590,596707231682
599,0,357602,0,436385282,0,676703723522
601,0,359998,494406,422539378,805777950,618895749058
607,0,367234,0,455776258,0,699042332674
613,0,374542,-744186,454988338,-2025215970,672392880322
617,0,379454,-714810,459116402,-1692264930,681036998594
619,0,381922,0,466357762,0,708963000322
631,0,396898,0,514932226,0,831388246018
641,0,409598,664326,516628466,858286110,823399751618
643,0,412162,0,529547266,0,827649228802
647,0,417314,0,537518594,0,890699784194
653,0,425102,-453306,560469938,-1057820130,944604177602
659,0,432962,0,565914626,0,905262120962
661,0,435598,516486,582030130,1930767390,985171656898
673,0,451582,-310266,617233906,-282562530,1071418036162
677,0,456974,908550,603729458,2273003550,978981888194
683,0,465122,0,648322562,0,1099934392322
691,0,476098,0,635307010,0,1087822708738
701,0,489998,715206,667955378,2706961950,1134632408258
709,0,501262,-734202,695653426,-1159741410,1204895449282
719,0,515522,0,756347906,0,1376652902402
727,0,527074,0,773772802,0,1402179510274
733,0,535822,1030854,788289202,2002705950,1449929397442
739,0,544642,0,817080322,0,1541332828162
743,0,550562,0,813660674,0,1499677040642
751,0,562498,0,816020482,0,1456587063298
757,0,571534,273030,855688498,215331870,1588745953474
761,0,577598,-1149114,874552946,-1774149090,1671952506818
769,0,589822,-254202,928733170,-825047010,1850727849922
773,0,595982,-1039866,936222770,-4346941410,1826792521922
787,0,617794,0,997280770,0,2010826391554
797,0,633614,-35130,978367154,-158999010,1901245732034
809,0,652862,998598,1059425138,4530163230,2177262659522
811,0,656098,0,1062313474,0,2202784096258
821,0,672398,-608634,1124090162,-3792522210,2332154486978
823,0,675682,0,1096855042,0,2272112599042
827,0,682274,0,1118882306,0,2282337902594
829,0,685582,211398,1111468210,615790110,2194393208002
839,0,702242,0,1196118530,0,2525304791042
853,0,725902,-1283706,1238869810,-5242352610,2679041097922
857,0,732734,1257030,1257826418,4745894430,2711697657794
859,0,736162,0,1242366466,0,2595676037122
863,0,743042,0,1263900674,0,2744190074882
877,0,767374,1057350,1375072690,4735080990,3029451515074
881,0,774398,-1004154,1367630066,-3780326370,3044208424898
883,0,777922,0,1357804546,0,2923411619842
887,0,784994,0,1427160578,0,3177369034754
907,0,820834,0,1471546882,0,3292510380034
911,0,828098,0,1511384066,0,3404016992258
919,0,842722,0,1566557698,0,3668348395522
929,0,861182,-1655802,1560391154,-4712878050,3505595305922
937,0,876094,-1567290,1602452338,-6703495650,3739109001154
941,0,883598,429126,1616674226,3185256990,3653161657538
947,0,894914,0,1732862978,0,4234624253954
953,0,906302,-299706,1754051186,1218531870,4199532396482
967,0,933154,0,1763734018,0,4086230884354
971,0,940898,0,1854420482,0,4680166957058
977,0,952574,1666950,1835967218,4666076190,4439283460034
983,0,964322,0,1883936258,0,4645336473602
991,0,980098,0,1913354242,0,4598659383298
997,0,992014,1438470,1995369010,8466462750,5075868016834
1009,0,1016062,-782202,2062868722,80655390,5184609736642
1009,-311,1006779,-3304019,2065194723,-8683888451,5236273777539
1013,223,1027041,-1525313,2100737025,-9843890177,5307966272001
1019,534,1047452,978810,2236333028,3076554354,6116427625532
1021,800,1019906,1439822,2149434134,30385430,5750225873846
1031,1290,1114952,4692042,2497325408,18506789730,6939530490872
1033,-451,1132931,1785617,2465045675,3324027329,6645190787051
1039,1215,1122753,2667459,2431100001,7585333155,6710672058753
1049,1071,1112223,5438787,2476329519,19319503611,6819128640903
1051,-2029,1154763,-5381605,2597645163,-16738055989,7339485794523
1061,-1083,1205081,-2828679,2882688929,-8816391903,8547986570201
1063,1145,1216633,3549653,2969492761,11057660405,9172684027033
1069,-833,1204119,-4224725,2833837479,-19843808813,8348681053359
1087,-994,1304992,-1277146,3357446752,-3610151074,10874083917592
1091,162,1224762,1915956,3133402470,10345218852,10129473919182
1093,894,1263760,5856372,3191720452,23425421724,10225421868580
1097,20,1304930,-1118602,3450839726,-447678490,11274412407590
1103,-51,1251509,433923,3043005689,4380316179,9604194192449
1109,1128,1397540,420426,3686818400,-785544222,11918071313600
1117,1030,1398868,-70676,3904381336,-4900116860,13873447616968
1123,2874,1296672,9799398,3499878672,37622064174,11848616083272
1129,112,1465064,-4204862,4069989620,-27221395238,14007672803924
1151,1499,1532387,5119805,4585842047,19821464549,16680217205567
1153,-951,1520323,-2578371,4500153211,-8148438531,16434658621963
1163,2316,1627150,7522524,5008743886,31285639116,19402414747870
1171,1026,1607530,-702792,5337897502,-9280840344,21844842856870
