3,4,8,16,32,64,128
5,-4,4,-4,4,-4,4
7,8,20,56,164,488,1460
11,12,76,144,868,2112,11236
13,-12,84,-228,1092,-3972,16644
17,52,212,1036,5636,32332,190052
19,20,360,380,18216,8300,1088280
23,24,712,576,34312,17664,1807432
29,-28,540,-2596,30156,-226948,2207820
31,32,588,1208,26124,93272,1542348
37,-36,1132,-2388,68044,-267636,5380012
41,124,2196,17308,223572,2289724,27661236
43,44,1504,1244,108688,-70756,9838384
47,48,2208,2304,190224,181248,20084208
53,-52,2284,1148,194764,560348,20576044
59,60,3244,3600,371572,398400,54615124
61,-60,3860,-6252,484820,-807180,78747380
67,68,4488,3476,582936,223988,87509688
71,72,4472,5184,589592,-338688,97803032
73,220,5732,51652,988628,12137380,203625812
79,80,6556,6968,1014556,324920,191673436
83,84,7220,7056,1502204,-394176,373648220
89,268,9084,54700,1974108,17235148,511934844
97,292,8124,35452,1446636,5026012,350776044
101,-100,12828,-38356,3170844,-14127700,905031708
103,104,8548,12224,1733476,2721344,453433348
107,108,12732,11664,2601348,2092608,685991652
109,-108,8724,732,1543908,4770492,365081124
113,340,10284,118780,2575260,42234940,842083644
127,128,16636,16256,4311820,3530288,1457471356
131,132,17684,17424,4861964,4379712,1630557644
137,412,17700,133372,4550628,49774492,1474762500
139,140,20432,21620,5183888,5533700,1562514272
149,-148,20660,-58660,5297972,-23683108,1715567540
151,152,24612,24248,7761300,1524872,2950652292
157,-156,19412,-6540,5606900,-5283756,2062773332
163,164,23960,22844,7477208,-2839156,3004409480
167,168,23880,28224,7184184,9454848,2770516440
173,-172,33300,-20308,11318532,19142348,4748016900
179,180,29892,32400,9560604,9806400,3923416092
181,-180,34908,-5436,14167116,-4453500,7132140588
191,192,36480,36864,14368320,6438912,7101746880
193,580,38196,319228,16174980,169204060,8547988356
197,-196,46764,-7588,20178828,47085884,10339759404
199,200,35620,33968,13906756,-5343280,6991724740
211,212,47896,50132,20530696,6442772,10500526216
223,224,50620,46064,22037740,-3616576,11529737020
